================ Training Loss (Mon Mar 17 20:48:20 2025) ================
(epoch: 1, iters: 100, time: 0.059, data: 0.147) D_A: 0.956 G_A: 1.685 cycle_A: 3.047 idt_A: 1.484 D_B: 0.841 G_B: 1.147 cycle_B: 2.732 idt_B: 1.679 
(epoch: 1, iters: 200, time: 0.059, data: 0.003) D_A: 0.682 G_A: 0.963 cycle_A: 2.420 idt_A: 1.221 D_B: 0.487 G_B: 0.554 cycle_B: 2.288 idt_B: 1.166 
(epoch: 1, iters: 300, time: 0.059, data: 0.002) D_A: 0.509 G_A: 0.449 cycle_A: 3.933 idt_A: 1.159 D_B: 0.391 G_B: 0.527 cycle_B: 2.123 idt_B: 1.878 
(epoch: 1, iters: 400, time: 0.070, data: 0.003) D_A: 0.681 G_A: 0.867 cycle_A: 3.363 idt_A: 1.176 D_B: 0.479 G_B: 0.592 cycle_B: 2.259 idt_B: 1.326 
(epoch: 1, iters: 500, time: 0.059, data: 0.003) D_A: 0.383 G_A: 0.474 cycle_A: 2.746 idt_A: 1.020 D_B: 0.314 G_B: 0.363 cycle_B: 2.065 idt_B: 1.368 
(epoch: 1, iters: 600, time: 0.059, data: 0.003) D_A: 0.360 G_A: 0.397 cycle_A: 2.137 idt_A: 0.885 D_B: 0.292 G_B: 0.339 cycle_B: 1.818 idt_B: 1.060 
(epoch: 1, iters: 700, time: 0.059, data: 0.003) D_A: 0.348 G_A: 0.438 cycle_A: 3.042 idt_A: 1.091 D_B: 0.302 G_B: 0.482 cycle_B: 2.247 idt_B: 1.377 
(epoch: 1, iters: 800, time: 0.059, data: 0.003) D_A: 0.681 G_A: 0.954 cycle_A: 3.022 idt_A: 1.160 D_B: 0.207 G_B: 0.429 cycle_B: 2.287 idt_B: 1.494 
(epoch: 1, iters: 900, time: 0.059, data: 0.003) D_A: 0.550 G_A: 0.696 cycle_A: 2.389 idt_A: 1.175 D_B: 0.208 G_B: 0.415 cycle_B: 2.153 idt_B: 1.090 
(epoch: 1, iters: 1000, time: 0.059, data: 0.003) D_A: 0.225 G_A: 0.360 cycle_A: 2.154 idt_A: 1.048 D_B: 0.600 G_B: 0.887 cycle_B: 2.151 idt_B: 1.121 
(epoch: 1, iters: 1100, time: 0.059, data: 0.003) D_A: 0.269 G_A: 0.361 cycle_A: 2.612 idt_A: 0.857 D_B: 0.235 G_B: 0.361 cycle_B: 1.845 idt_B: 1.233 
(epoch: 1, iters: 1200, time: 0.059, data: 0.003) D_A: 0.238 G_A: 0.434 cycle_A: 2.936 idt_A: 1.049 D_B: 0.238 G_B: 0.316 cycle_B: 2.071 idt_B: 1.318 
